#    time(ps)        R(t,x=0)       J(t,x=L)
   0.104000E+03   0.550771E+04   0.122053E+04
   0.105000E+03   0.550771E+04   0.122053E+04
   0.106000E+03   0.550772E+04   0.122053E+04
   0.107000E+03   0.550772E+04   0.122054E+04
   0.108000E+03   0.550772E+04   0.122054E+04
   0.109000E+03   0.550772E+04   0.122054E+04
   0.110000E+03   0.550772E+04   0.122054E+04
   0.111000E+03   0.550772E+04   0.122054E+04
   0.112000E+03   0.550773E+04   0.122054E+04
   0.113000E+03   0.550773E+04   0.122054E+04
   0.114000E+03   0.550773E+04   0.122055E+04
   0.115000E+03   0.550773E+04   0.122055E+04
   0.116000E+03   0.550773E+04   0.122055E+04
   0.117000E+03   0.550773E+04   0.122055E+04
   0.118000E+03   0.550773E+04   0.122055E+04
   0.119000E+03   0.550773E+04   0.122055E+04
   0.120000E+03   0.550773E+04   0.122055E+04
   0.121000E+03   0.550773E+04   0.122055E+04
   0.122000E+03   0.550773E+04   0.122055E+04
   0.123000E+03   0.550773E+04   0.122055E+04
   0.124000E+03   0.550773E+04   0.122055E+04
   0.125000E+03   0.550773E+04   0.122055E+04
   0.126000E+03   0.550773E+04   0.122055E+04
   0.127000E+03   0.550773E+04   0.122055E+04
   0.128000E+03   0.550773E+04   0.122055E+04
   0.129000E+03   0.550773E+04   0.122055E+04
   0.130000E+03   0.550773E+04   0.122055E+04
   0.131000E+03   0.550773E+04   0.122055E+04
   0.132000E+03   0.550773E+04   0.122055E+04
   0.133000E+03   0.550773E+04   0.122055E+04
   0.134000E+03   0.550773E+04   0.122055E+04
   0.135000E+03   0.550773E+04   0.122055E+04
   0.136000E+03   0.550773E+04   0.122055E+04
   0.137000E+03   0.550774E+04   0.122055E+04
   0.138000E+03   0.550774E+04   0.122055E+04
   0.139000E+03   0.550774E+04   0.122055E+04
   0.140000E+03   0.550774E+04   0.122055E+04
   0.141000E+03   0.550774E+04   0.122055E+04
   0.142000E+03   0.550774E+04   0.122055E+04
   0.143000E+03   0.550774E+04   0.122055E+04
   0.144000E+03   0.550774E+04   0.122055E+04
   0.145000E+03   0.550774E+04   0.122055E+04
   0.146000E+03   0.550774E+04   0.122055E+04
   0.147000E+03   0.550774E+04   0.122055E+04
   0.148000E+03   0.550774E+04   0.122055E+04
   0.149000E+03   0.550774E+04   0.122055E+04
   0.150000E+03   0.550774E+04   0.122055E+04
   0.151000E+03   0.550774E+04   0.122055E+04
   0.152000E+03   0.550774E+04   0.122055E+04
   0.153000E+03   0.550774E+04   0.122055E+04
   0.154000E+03   0.550774E+04   0.122055E+04
   0.155000E+03   0.550774E+04   0.122055E+04
   0.156000E+03   0.550774E+04   0.122055E+04
   0.157000E+03   0.550774E+04   0.122055E+04
   0.158000E+03   0.550774E+04   0.122055E+04
   0.159000E+03   0.550774E+04   0.122055E+04
   0.160000E+03   0.550774E+04   0.122055E+04
   0.161000E+03   0.550774E+04   0.122055E+04
   0.162000E+03   0.550774E+04   0.122055E+04
   0.163000E+03   0.550774E+04   0.122055E+04
   0.164000E+03   0.550774E+04   0.122055E+04
   0.165000E+03   0.550774E+04   0.122055E+04
   0.166000E+03   0.550774E+04   0.122055E+04
   0.167000E+03   0.550774E+04   0.122055E+04
   0.168000E+03   0.550774E+04   0.122055E+04
   0.169000E+03   0.550774E+04   0.122055E+04
   0.170000E+03   0.550774E+04   0.122055E+04
   0.171000E+03   0.550774E+04   0.122055E+04
   0.172000E+03   0.550774E+04   0.122055E+04
   0.173000E+03   0.550774E+04   0.122055E+04
   0.174000E+03   0.550774E+04   0.122055E+04
   0.175000E+03   0.550774E+04   0.122055E+04
   0.176000E+03   0.550774E+04   0.122055E+04
   0.177000E+03   0.550774E+04   0.122055E+04
   0.178000E+03   0.550774E+04   0.122055E+04
   0.179000E+03   0.550774E+04   0.122055E+04
   0.180000E+03   0.550774E+04   0.122055E+04
   0.181000E+03   0.550774E+04   0.122055E+04
   0.182000E+03   0.550774E+04   0.122055E+04
   0.183000E+03   0.550774E+04   0.122055E+04
   0.184000E+03   0.550774E+04   0.122055E+04
   0.185000E+03   0.550774E+04   0.122055E+04
   0.186000E+03   0.550774E+04   0.122055E+04
   0.187000E+03   0.550774E+04   0.122055E+04
   0.188000E+03   0.550774E+04   0.122055E+04
   0.189000E+03   0.550774E+04   0.122055E+04
   0.190000E+03   0.550774E+04   0.122055E+04
   0.191000E+03   0.550774E+04   0.122055E+04
   0.192000E+03   0.550774E+04   0.122055E+04
   0.193000E+03   0.550774E+04   0.122055E+04
   0.194000E+03   0.550774E+04   0.122055E+04
   0.195000E+03   0.550774E+04   0.122055E+04
   0.196000E+03   0.550774E+04   0.122055E+04
   0.197000E+03   0.550774E+04   0.122055E+04
   0.198000E+03   0.550774E+04   0.122055E+04
   0.199000E+03   0.550774E+04   0.122055E+04
